"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 21, 2011","6,547.63","6,603.97","6,653.15","6,532.65","-","-0.85%"
"Sep 20, 2011","6,603.97","6,491.60","6,611.79","6,434.92","-","1.73%"
"Sep 19, 2011","6,491.60","6,682.24","6,682.24","6,457.67","-","-2.85%"
"Sep 16, 2011","6,682.24","6,758.79","6,824.95","6,667.32","-","-1.13%"
"Sep 15, 2011","6,758.79","6,551.66","6,828.77","6,551.66","-","3.16%"
"Sep 14, 2011","6,551.66","6,484.50","6,572.25","6,441.11","-","1.04%"
"Sep 13, 2011","6,484.50","6,441.87","6,572.47","6,378.77","-","0.66%"
"Sep 12, 2011","6,441.87","6,502.94","6,521.04","6,376.65","-","-0.94%"
"Sep 09, 2011","6,502.94","6,619.51","6,627.50","6,487.15","-","-1.76%"
"Sep 08, 2011","6,619.51","6,612.01","6,650.64","6,533.27","-","0.11%"
"Sep 07, 2011","6,612.01","6,350.70","6,612.01","6,350.70","-","4.11%"
"Sep 06, 2011","6,350.70","6,420.25","6,503.67","6,312.11","-","-1.08%"
"Sep 05, 2011","6,420.25","6,688.66","6,688.66","6,397.85","-","-4.01%"
"Sep 02, 2011","6,688.66","6,958.33","6,958.33","6,601.29","-","-3.88%"
"Sep 01, 2011","6,958.33","6,901.58","6,958.33","6,788.53","-","0.82%"
"Aug 31, 2011","6,901.58","6,637.35","6,916.01","6,637.35","-","3.98%"
"Aug 30, 2011","6,637.35","6,326.89","6,637.35","6,326.89","-","4.91%"
"Aug 26, 2011","6,326.89","6,268.54","6,336.43","6,134.75","-","0.93%"
"Aug 25, 2011","6,268.54","6,271.91","6,434.18","6,234.93","-","-0.05%"
"Aug 24, 2011","6,271.91","6,199.85","6,303.28","6,156.02","-","1.16%"
"Aug 23, 2011","6,199.85","6,027.09","6,258.93","6,027.09","-","2.87%"
"Aug 22, 2011","6,027.09","6,008.43","6,113.28","5,954.73","-","0.31%"
"Aug 19, 2011","6,008.43","6,242.12","6,242.12","5,963.20","-","-3.74%"
"Aug 18, 2011","6,242.12","6,661.51","6,661.51","6,202.66","-","-6.30%"
"Aug 17, 2011","6,661.51","6,706.95","6,728.01","6,578.11","-","-0.68%"
"Aug 16, 2011","6,706.95","6,789.09","6,789.48","6,578.03","-","-1.21%"
"Aug 15, 2011","6,789.09","6,681.26","6,840.07","6,672.06","-","1.61%"
"Aug 12, 2011","6,681.26","6,397.91","6,708.98","6,353.26","-","4.55%"
"Aug 11, 2011","6,390.69","6,325.95","6,399.20","6,165.50","-","1.85%"
"Aug 10, 2011","6,274.76","6,515.95","6,649.45","6,237.45","-","-0.34%"
"Aug 09, 2011","6,295.96","6,156.50","6,334.05","5,689.55","-","5.26%"
"Aug 08, 2011","5,981.48","6,382.95","6,473.10","5,916.70","-","-6.57%"
"Aug 05, 2011","6,401.78","6,218.95","6,624.10","6,113.85","-","-3.48%"
"Aug 04, 2011","6,632.36","7,205.60","7,209.50","6,589.75","-","-6.39%"
"Aug 03, 2011","7,084.82","7,136.10","7,257.15","7,028.35","-","-2.69%"
"Aug 02, 2011","7,280.96","7,456.90","7,482.10","7,267.10","-","-1.98%"
"Aug 01, 2011","7,427.96","7,624.55","7,632.50","7,407.05","-","-0.93%"
"Jul 29, 2011","7,497.65","7,505.30","7,528.60","7,388.00","-","-0.76%"
"Jul 28, 2011","7,555.21","7,569.30","7,642.95","7,535.95","-","-0.82%"
"Jul 27, 2011","7,617.69","7,730.25","7,795.65","7,582.40","-","-1.55%"
"Jul 26, 2011","7,737.99","7,782.25","7,812.15","7,709.05","-","0.28%"
"Jul 25, 2011","7,716.35","7,592.15","7,734.70","7,576.40","-","1.17%"
"Jul 22, 2011","7,627.16","7,594.45","7,707.90","7,590.50","-","1.32%"
"Jul 21, 2011","7,527.83","7,556.65","7,567.80","7,458.10","-","-0.28%"
"Jul 20, 2011","7,548.80","7,513.55","7,605.45","7,500.65","-","1.07%"
"Jul 19, 2011","7,468.84","7,357.90","7,477.25","7,351.80","-","1.41%"
"Jul 18, 2011","7,364.81","7,573.05","7,576.90","7,356.95","-","-3.51%"
"Jul 15, 2011","7,632.65","7,595.70","7,674.85","7,582.25","-","-0.29%"
"Jul 14, 2011","7,654.85","7,675.85","7,718.40","7,644.55","-","-0.60%"
"Jul 13, 2011","7,701.38","7,577.00","7,708.15","7,577.00","-","2.14%"
"Jul 12, 2011","7,540.36","7,432.70","7,606.05","7,382.25","-","-0.86%"
"Jul 11, 2011","7,606.08","7,807.75","7,807.75","7,581.80","-","-2.55%"
"Jul 08, 2011","7,805.01","7,901.15","7,926.15","7,789.85","-","-1.06%"
"Jul 07, 2011","7,889.00","7,854.65","7,900.85","7,849.05","-","0.71%"
"Jul 06, 2011","7,833.77","7,912.00","7,912.80","7,809.00","-","-0.35%"
"Jul 05, 2011","7,861.47","7,780.40","7,891.10","7,779.05","-","1.08%"
"Jul 04, 2011","7,777.35","7,703.45","7,808.30","7,703.45","-","1.32%"
"Jul 01, 2011","7,675.82","7,593.20","7,682.20","7,555.75","-","0.96%"
"Jun 30, 2011","7,602.54","7,442.75","7,602.54","7,442.35","-","2.15%"
"Jun 29, 2011","7,442.28","7,209.20","7,476.10","7,204.25","-","4.34%"
"Jun 28, 2011","7,132.81","7,089.35","7,159.05","7,070.80","-","1.03%"
"Jun 27, 2011","7,059.93","7,064.80","7,105.10","7,000.70","-","-0.09%"
"Jun 24, 2011","7,066.09","7,115.85","7,137.90","7,045.95","-","0.94%"
"Jun 23, 2011","6,999.95","7,077.85","7,097.35","6,987.10","-","-1.77%"
"Jun 22, 2011","7,126.33","7,094.00","7,155.90","7,061.45","-","0.23%"
"Jun 21, 2011","7,110.08","7,013.75","7,115.70","7,007.00","-","2.30%"
"Jun 20, 2011","6,950.05","6,976.70","6,988.60","6,913.60","-","-3.14%"
"Jun 17, 2011","7,175.39","7,117.65","7,199.10","6,997.35","-","0.23%"
"Jun 16, 2011","7,158.82","7,201.45","7,211.25","7,084.10","-","-1.70%"
"Jun 15, 2011","7,282.27","7,302.35","7,348.55","7,275.35","-","-0.68%"
"Jun 14, 2011","7,332.00","7,319.15","7,364.90","7,300.10","-","1.50%"
"Jun 13, 2011","7,223.61","7,230.95","7,272.75","7,208.50","-","-0.46%"
"Jun 10, 2011","7,256.70","7,307.15","7,342.25","7,248.20","-","-0.96%"
"Jun 09, 2011","7,326.77","7,193.10","7,327.55","7,170.25","-","2.59%"
"Jun 08, 2011","7,142.00","7,265.40","7,265.40","7,135.10","-","-2.36%"
"Jun 07, 2011","7,314.98","7,337.10","7,389.20","7,314.55","-","0.18%"
"Jun 06, 2011","7,302.12","7,325.55","7,325.95","7,269.20","-","0.17%"
"Jun 03, 2011","7,290.05","7,295.10","7,332.25","7,232.45","-","-0.10%"
"Jun 02, 2011","7,297.08","7,253.05","7,333.15","7,224.40","-","-0.72%"
"Jun 01, 2011","7,350.12","7,381.70","7,395.40","7,301.90","-","-0.42%"
"May 31, 2011","7,381.23","7,429.45","7,436.65","7,362.50","-","0.52%"
"May 27, 2011","7,342.78","7,314.40","7,353.10","7,314.40","-","0.98%"
"May 26, 2011","7,271.42","7,226.40","7,309.70","7,192.65","-","1.41%"
"May 25, 2011","7,170.67","7,066.50","7,182.20","7,040.50","-","0.59%"
"May 24, 2011","7,128.71","7,139.50","7,181.15","7,122.10","-","0.40%"
"May 23, 2011","7,100.43","7,139.30","7,139.30","7,061.05","-","-1.92%"
"May 20, 2011","7,239.76","7,307.20","7,379.15","7,219.00","-","-0.58%"
"May 19, 2011","7,282.30","7,207.15","7,306.20","7,181.00","-","1.37%"
"May 18, 2011","7,183.80","7,209.70","7,239.85","7,165.95","-","0.41%"
"May 17, 2011","7,154.67","7,234.80","7,288.20","7,154.67","-","-2.40%"
"May 16, 2011","7,330.55","7,363.45","7,412.95","7,284.50","-","-1.14%"
"May 13, 2011","7,414.82","7,393.85","7,453.70","7,386.50","-","0.74%"
"May 12, 2011","7,360.57","7,405.35","7,436.05","7,328.75","-","-1.57%"
"May 11, 2011","7,478.12","7,557.05","7,559.85","7,460.00","-","-0.47%"
"May 10, 2011","7,513.14","7,410.05","7,526.50","7,395.70","-","2.07%"
"May 09, 2011","7,361.00","7,303.90","7,375.70","7,285.75","-","0.53%"
"May 06, 2011","7,322.41","7,240.50","7,340.30","7,163.20","-","1.12%"
"May 05, 2011","7,241.43","7,366.35","7,392.15","7,223.85","-","-1.06%"
"May 04, 2011","7,319.05","7,446.05","7,515.65","7,302.15","-","-2.31%"
"May 03, 2011","7,491.90","7,459.35","7,547.05","7,457.80","-","0.41%"
"Apr 28, 2011","7,461.01","7,368.65","7,461.01","7,341.35","-","1.51%"
"Apr 27, 2011","7,350.00","7,273.90","7,421.00","7,264.95","-","1.54%"
"Apr 26, 2011","7,238.30","7,120.60","7,238.30","7,114.00","-","1.15%"
"Apr 21, 2011","7,156.22","7,105.90","7,156.22","7,104.25","-","1.04%"
"Apr 20, 2011","7,082.77","6,965.90","7,082.77","6,965.10","-","3.09%"
"Apr 19, 2011","6,870.19","6,747.45","6,875.50","6,747.45","-","2.52%"
"Apr 18, 2011","6,701.48","6,838.75","6,854.55","6,692.05","-","-2.37%"
"Apr 15, 2011","6,864.13","6,824.65","6,892.50","6,807.10","-","0.74%"
"Apr 14, 2011","6,813.54","6,802.10","6,857.25","6,756.90","-","-0.02%"
"Apr 13, 2011","6,815.11","6,813.65","6,831.85","6,771.30","-","-0.32%"
"Apr 12, 2011","6,837.02","6,957.60","6,970.10","6,830.30","-","-2.38%"
"Apr 11, 2011","7,003.82","7,067.30","7,067.30","6,994.80","-","-1.11%"
"Apr 08, 2011","7,082.53","7,035.20","7,087.65","7,018.90","-","1.29%"
"Apr 07, 2011","6,992.65","7,077.90","7,083.75","6,977.30","-","-1.55%"
"Apr 06, 2011","7,102.52","7,127.30","7,127.30","7,096.40","-","-0.34%"
"Apr 05, 2011","7,127.01","7,200.40","7,204.75","7,098.35","-","-1.11%"
"Apr 04, 2011","7,206.89","7,120.30","7,213.50","7,116.05","-","1.34%"
"Apr 01, 2011","7,111.52","7,044.35","7,112.55","6,988.85","-","1.18%"
"Mar 31, 2011","7,028.88","7,028.75","7,051.40","6,980.55","-","0.13%"
"Mar 30, 2011","7,019.85","6,998.80","7,074.25","6,990.20","-","1.49%"
"Mar 29, 2011","6,917.06","6,922.35","6,951.60","6,861.60","-","-0.06%"
"Mar 28, 2011","6,921.10","6,947.75","6,959.05","6,886.65","-","-0.41%"
"Mar 25, 2011","6,949.89","6,945.60","6,969.50","6,915.10","-","0.22%"
"Mar 24, 2011","6,934.63","6,811.95","6,937.40","6,806.60","-","2.21%"
"Mar 23, 2011","6,784.55","6,751.05","6,791.70","6,710.40","-","0.65%"
"Mar 22, 2011","6,740.47","6,800.85","6,810.90","6,684.35","-","-0.77%"
"Mar 21, 2011","6,793.03","6,716.80","6,807.55","6,713.45","-","2.86%"
"Mar 18, 2011","6,604.05","6,524.55","6,618.60","6,524.55","-","2.00%"
"Mar 17, 2011","6,474.40","6,360.70","6,505.75","6,355.80","-","2.37%"
"Mar 16, 2011","6,324.75","6,424.20","6,530.60","6,324.75","-","-0.85%"
"Mar 15, 2011","6,378.81","6,366.25","6,392.10","6,191.25","-","-2.08%"
"Mar 14, 2011","6,514.57","6,509.50","6,600.90","6,482.50","-","-0.44%"
"Mar 11, 2011","6,543.66","6,528.85","6,567.50","6,518.50","-","-0.56%"
"Mar 10, 2011","6,580.42","6,701.90","6,701.90","6,568.90","-","-2.69%"
"Mar 09, 2011","6,762.47","6,803.15","6,856.45","6,749.60","-","0.31%"
"Mar 08, 2011","6,741.46","6,869.10","6,885.25","6,675.00","-","-1.16%"
"Mar 07, 2011","6,820.70","6,779.45","6,879.80","6,763.40","-","0.06%"
"Mar 04, 2011","6,816.71","6,834.60","6,883.95","6,797.55","-","1.30%"
"Mar 03, 2011","6,729.04","6,615.70","6,731.20","6,615.70","-","3.13%"
"Mar 02, 2011","6,524.76","6,471.65","6,533.30","6,411.05","-","-0.93%"
"Mar 01, 2011","6,585.79","6,646.90","6,691.55","6,557.80","-","0.27%"
"Feb 28, 2011","6,567.87","6,526.55","6,607.10","6,504.70","-","0.92%"
"Feb 25, 2011","6,508.23","6,338.45","6,508.85","6,338.45","-","3.43%"
"Feb 24, 2011","6,292.60","6,285.60","6,329.10","6,248.50","-","-1.09%"
"Feb 23, 2011","6,361.92","6,480.50","6,483.05","6,345.50","-","-2.60%"
"Feb 22, 2011","6,531.54","6,500.45","6,563.25","6,415.25","-","-0.99%"
"Feb 21, 2011","6,596.53","6,586.40","6,689.00","6,586.40","-","-0.22%"
"Feb 18, 2011","6,610.76","6,601.50","6,618.70","6,566.90","-","-0.49%"
"Feb 17, 2011","6,643.01","6,715.50","6,715.50","6,626.60","-","-0.79%"
"Feb 16, 2011","6,695.67","6,682.90","6,713.20","6,661.05","-","1.09%"
"Feb 15, 2011","6,623.38","6,696.30","6,716.10","6,604.25","-","-1.77%"
"Feb 14, 2011","6,742.53","6,715.30","6,759.65","6,662.60","-","1.98%"
"Feb 11, 2011","6,611.51","6,519.35","6,629.80","6,508.20","-","0.97%"
"Feb 10, 2011","6,547.87","6,597.10","6,603.45","6,497.90","-","-0.60%"
"Feb 09, 2011","6,587.20","6,564.35","6,605.05","6,563.05","-","0.35%"
"Feb 08, 2011","6,563.96","6,534.60","6,563.96","6,463.40","-","0.63%"
"Feb 07, 2011","6,522.57","6,419.40","6,525.30","6,414.75","-","1.95%"
"Feb 04, 2011","6,397.86","6,375.70","6,399.30","6,353.60","-","0.74%"
"Feb 03, 2011","6,351.05","6,384.80","6,402.90","6,332.80","-","-0.33%"
"Feb 02, 2011","6,372.29","6,571.80","6,585.30","6,368.40","-","-2.23%"
"Feb 01, 2011","6,517.48","6,467.20","6,528.70","6,439.95","-","1.64%"
"Jan 31, 2011","6,412.25","6,465.80","6,465.90","6,378.10","-","-1.67%"
"Jan 28, 2011","6,521.34","6,653.80","6,662.35","6,521.34","-","-1.69%"
"Jan 27, 2011","6,633.66","6,654.90","6,697.55","6,631.70","-","-0.17%"
"Jan 26, 2011","6,645.11","6,467.10","6,656.00","6,466.00","-","3.12%"
"Jan 25, 2011","6,443.98","6,472.75","6,474.30","6,408.55","-","-0.06%"
"Jan 24, 2011","6,447.87","6,485.70","6,487.65","6,407.05","-","-0.53%"
"Jan 21, 2011","6,481.94","6,471.20","6,546.25","6,401.10","-","0.56%"
"Jan 20, 2011","6,445.87","6,599.65","6,602.25","6,375.10","-","-3.15%"
"Jan 19, 2011","6,655.25","6,811.40","6,845.15","6,652.25","-","-2.26%"
"Jan 18, 2011","6,808.98","6,765.65","6,868.45","6,765.65","-","0.59%"
"Jan 17, 2011","6,768.94","6,828.85","6,830.20","6,752.25","-","-0.69%"
"Jan 14, 2011","6,815.93","6,916.25","6,925.55","6,784.55","-","-1.67%"
"Jan 13, 2011","6,931.64","6,992.25","7,081.80","6,896.35","-","-0.27%"
"Jan 12, 2011","6,950.66","6,956.20","6,973.30","6,926.90","-","0.49%"
"Jan 11, 2011","6,916.91","6,798.60","6,916.91","6,797.80","-","2.16%"
"Jan 10, 2011","6,770.59","6,806.30","6,806.65","6,756.60","-","-0.23%"
"Jan 07, 2011","6,786.16","6,801.30","6,818.35","6,767.00","-","-0.23%"
"Jan 06, 2011","6,802.07","6,817.40","6,856.00","6,786.00","-","-0.26%"
"Jan 05, 2011","6,819.86","6,886.40","6,888.35","6,761.75","-","-1.19%"
"Jan 04, 2011","6,902.02","6,907.15","6,931.70","6,878.85","-","0.23%"
"Dec 31, 2010","6,886.48","6,861.00","6,886.48","6,847.80","-","0.41%"
"Dec 30, 2010","6,858.28","6,892.10","6,892.10","6,840.30","-","-0.47%"
"Dec 29, 2010","6,890.63","6,803.70","6,890.63","6,803.70","-","0.86%"
"Dec 24, 2010","6,831.93","6,860.40","6,860.40","6,804.25","-","-0.54%"
"Dec 23, 2010","6,868.73","6,880.50","6,881.25","6,839.00","-","-0.29%"
"Dec 22, 2010","6,888.73","6,873.25","6,914.50","6,847.90","-","-0.03%"
"Dec 21, 2010","6,891.09","6,889.50","6,909.20","6,877.85","-","0.26%"
"Dec 20, 2010","6,873.01","6,836.85","6,892.55","6,836.85","-","0.55%"
"Dec 17, 2010","6,835.60","6,782.80","6,835.60","6,754.80","-","1.34%"
"Dec 16, 2010","6,745.50","6,752.40","6,816.50","6,726.50","-","-0.02%"
"Dec 15, 2010","6,746.79","6,680.50","6,754.00","6,659.95","-","0.84%"
"Dec 14, 2010","6,690.48","6,663.35","6,690.48","6,631.75","-","0.62%"
"Dec 13, 2010","6,649.49","6,639.45","6,651.20","6,613.15","-","1.23%"
"Dec 10, 2010","6,568.38","6,556.75","6,605.10","6,549.10","-","-0.04%"
"Dec 09, 2010","6,571.22","6,742.90","6,744.05","6,559.95","-","-2.01%"
"Dec 08, 2010","6,705.73","6,744.45","6,773.45","6,702.75","-","-1.20%"
"Dec 07, 2010","6,787.05","6,691.95","6,807.70","6,680.80","-","1.69%"
"Dec 06, 2010","6,674.06","6,667.65","6,686.05","6,649.20","-","0.19%"
"Dec 03, 2010","6,661.17","6,659.90","6,673.55","6,578.70","-","0.32%"
"Dec 02, 2010","6,639.78","6,492.75","6,644.10","6,489.85","-","2.82%"
"Dec 01, 2010","6,457.74","6,315.95","6,468.45","6,297.85","-","2.46%"
"Nov 30, 2010","6,302.45","6,316.05","6,335.50","6,227.50","-","-0.19%"
"Nov 29, 2010","6,314.15","6,446.20","6,448.15","6,312.25","-","-1.35%"
"Nov 26, 2010","6,400.37","6,348.55","6,402.60","6,305.65","-","1.25%"
"Nov 25, 2010","6,321.09","6,269.65","6,348.10","6,269.65","-","0.89%"
"Nov 24, 2010","6,265.12","6,176.80","6,279.10","6,137.50","-","1.90%"
"Nov 23, 2010","6,148.50","6,232.50","6,243.85","6,148.50","-","-2.11%"
"Nov 22, 2010","6,281.04","6,360.50","6,367.10","6,262.40","-","-0.48%"
"Nov 19, 2010","6,311.07","6,351.95","6,363.35","6,272.65","-","-0.47%"
"Nov 18, 2010","6,340.95","6,226.45","6,350.75","6,215.90","-","3.00%"
"Nov 17, 2010","6,156.51","6,114.35","6,161.15","6,086.55","-","0.37%"
"Nov 16, 2010","6,134.04","6,263.25","6,263.25","6,116.25","-","-2.35%"
"Nov 15, 2010","6,281.96","6,167.85","6,281.96","6,157.00","-","1.68%"
"Nov 12, 2010","6,177.98","6,066.90","6,198.95","6,055.95","-","0.62%"
"Nov 11, 2010","6,139.75","6,282.10","6,282.10","6,134.00","-","-2.24%"
"Nov 10, 2010","6,280.30","6,376.90","6,376.90","6,240.10","-","-1.69%"
"Nov 09, 2010","6,388.45","6,341.60","6,410.20","6,325.90","-","0.99%"
"Nov 08, 2010","6,325.75","6,337.10","6,366.30","6,295.00","-","0.14%"
"Nov 05, 2010","6,316.68","6,213.75","6,340.30","6,200.15","-","1.68%"
"Nov 04, 2010","6,212.05","6,166.30","6,234.60","6,165.50","-","0.76%"
"Nov 03, 2010","6,165.35","6,164.50","6,183.40","6,140.00","-","0.35%"
"Nov 02, 2010","6,143.83","6,032.50","6,151.45","6,030.70","-","1.82%"
"Nov 01, 2010","6,034.04","6,064.60","6,064.60","5,995.90","-","-0.01%"
"Oct 29, 2010","6,034.94","6,065.20","6,068.85","5,993.10","-","-0.54%"
"Oct 28, 2010","6,067.95","6,178.10","6,184.90","6,048.15","-","-1.20%"
"Oct 27, 2010","6,141.43","6,187.90","6,192.40","6,138.70","-","-1.35%"
"Oct 26, 2010","6,225.49","6,304.95","6,335.05","6,220.10","-","-1.54%"
"Oct 25, 2010","6,322.66","6,332.70","6,372.30","6,318.00","-","0.38%"
"Oct 22, 2010","6,298.42","6,352.50","6,366.90","6,293.35","-","-1.12%"
"Oct 21, 2010","6,369.83","6,292.25","6,387.70","6,287.50","-","0.85%"
"Oct 20, 2010","6,316.31","6,259.85","6,317.50","6,241.40","-","0.57%"
"Oct 19, 2010","6,280.32","6,295.40","6,349.65","6,258.00","-","-0.10%"
"Oct 18, 2010","6,286.45","6,258.05","6,288.30","6,219.75","-","-0.04%"
"Oct 15, 2010","6,289.16","6,308.10","6,316.65","6,252.45","-","0.05%"
"Oct 14, 2010","6,285.98","6,356.25","6,364.10","6,280.15","-","-0.87%"
"Oct 13, 2010","6,341.13","6,227.10","6,355.30","6,225.60","-","2.54%"
"Oct 12, 2010","6,183.80","6,149.85","6,215.85","6,093.00","-","-0.38%"
"Oct 11, 2010","6,207.40","6,139.95","6,247.75","6,139.95","-","1.52%"
"Oct 08, 2010","6,114.44","6,047.85","6,118.10","6,042.60","-","0.75%"
"Oct 07, 2010","6,068.85","6,072.35","6,102.75","6,024.90","-","-0.14%"
"Oct 06, 2010","6,077.44","6,018.35","6,077.44","6,018.35","-","1.71%"
"Oct 05, 2010","5,975.39","5,840.30","5,982.00","5,827.70","-","2.24%"
"Oct 04, 2010","5,844.60","5,836.85","5,882.00","5,791.95","-","0.07%"
"Oct 01, 2010","5,840.31","5,828.60","5,881.45","5,796.60","-","1.07%"
"Sep 30, 2010","5,778.58","5,764.20","5,872.85","5,761.20","-","-0.30%"
"Sep 29, 2010","5,795.76","5,788.00","5,806.40","5,731.35","-","0.75%"
"Sep 28, 2010","5,752.33","5,686.25","5,766.20","5,647.25","-","0.32%"
"Sep 27, 2010","5,734.20","5,656.65","5,742.00","5,656.65","-","1.79%"
"Sep 24, 2010","5,633.18","5,547.30","5,638.85","5,526.25","-","1.10%"
"Sep 23, 2010","5,572.00","5,636.80","5,642.75","5,507.35","-","-0.94%"
"Sep 22, 2010","5,624.92","5,684.50","5,684.50","5,612.50","-","-1.13%"
"Sep 21, 2010","5,689.24","5,663.75","5,727.85","5,663.75","-","0.55%"
"Sep 20, 2010","5,658.12","5,641.90","5,658.12","5,603.90","-","0.49%"
"Sep 17, 2010","5,630.64","5,660.25","5,750.25","5,009.20","-","0.29%"
"Sep 16, 2010","5,614.51","5,630.40","5,651.50","5,009.20","-","-0.04%"
"Sep 15, 2010","5,617.01","5,600.25","5,628.75","5,580.25","-","0.29%"
"Sep 14, 2010","5,600.50","5,650.10","5,668.45","5,009.20","-","-0.85%"
"Sep 13, 2010","5,648.59","5,643.80","5,670.40","5,624.60","-","0.99%"
"Sep 10, 2010","5,593.20","5,535.40","5,611.05","5,519.35","-","0.73%"
"Sep 09, 2010","5,552.61","5,412.00","5,555.95","5,383.35","-","2.63%"
"Sep 08, 2010","5,410.19","5,433.80","5,433.80","5,356.65","-","-0.70%"
"Sep 07, 2010","5,448.22","5,440.65","5,460.20","5,385.25","-","0.10%"
"Sep 06, 2010","5,442.85","5,449.00","5,471.90","5,009.20","-","8.77%"
"Aug 27, 2010","5,003.96","4,913.00","5,009.20","4,896.00","-","2.66%"
"Aug 26, 2010","4,874.44","4,846.85","4,880.05","4,778.35","-","1.13%"
"Aug 25, 2010","4,820.21","4,891.05","4,933.15","4,793.30","-","-1.65%"
"Aug 24, 2010","4,900.83","4,962.30","4,962.30","4,845.75","-","-2.16%"
"Aug 23, 2010","5,009.18","5,031.55","5,048.75","4,993.85","-","-0.30%"
"Aug 20, 2010","5,024.28","5,104.95","5,111.15","4,994.10","-","-1.56%"
"Aug 19, 2010","5,103.98","5,146.95","5,191.75","5,095.90","-","-0.09%"
"Aug 18, 2010","5,108.58","5,074.65","5,127.10","5,047.20","-","0.52%"
"Aug 17, 2010","5,082.23","4,995.75","5,084.65","4,995.75","-","1.89%"
"Aug 16, 2010","4,987.99","4,998.10","5,034.10","4,949.95","-","-0.06%"
"Aug 13, 2010","4,990.79","5,026.00","5,038.55","4,965.30","-","0.23%"
"Aug 12, 2010","4,979.13","5,054.85","5,057.30","4,940.25","-","-1.31%"
"Aug 11, 2010","5,045.03","5,122.60","5,150.50","5,045.03","-","-2.57%"
"Aug 10, 2010","5,178.11","5,196.55","5,218.00","5,157.40","-","-1.00%"
"Aug 09, 2010","5,230.52","5,204.35","5,237.10","5,199.05","-","1.46%"
"Aug 06, 2010","5,155.31","5,217.25","5,243.75","5,143.30","-","-0.78%"
"Aug 05, 2010","5,195.65","5,193.95","5,230.75","5,180.60","-","0.23%"
"Aug 04, 2010","5,183.81","5,210.30","5,222.00","5,134.65","-","-0.84%"
"Aug 03, 2010","5,227.63","5,277.20","5,278.90","5,192.70","-","-1.18%"
"Aug 02, 2010","5,290.04","5,225.35","5,290.04","5,225.35","-","2.56%"
"Jul 30, 2010","5,157.78","5,155.90","5,179.60","5,103.30","-","-0.63%"
