"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 04, 2016","10,287.33","10,060.34","10,384.76","10,060.34","-","2.26%"
"Oct 03, 2016","10,060.34","9,888.11","10,070.71","9,819.44","-","1.74%"
"Sep 30, 2016","9,888.11","9,825.30","9,896.84","9,646.36","-","0.64%"
"Sep 29, 2016","9,825.30","9,622.58","9,865.06","9,622.58","-","2.11%"
"Sep 28, 2016","9,622.58","9,540.23","9,656.85","9,532.36","-","0.86%"
"Sep 27, 2016","9,540.23","9,655.65","9,714.86","9,457.54","-","-1.20%"
"Sep 26, 2016","9,655.65","9,790.39","9,790.39","9,617.85","-","-1.38%"
"Sep 23, 2016","9,790.39","9,850.34","9,857.60","9,779.27","-","-0.61%"
"Sep 22, 2016","9,850.34","9,781.90","9,911.40","9,781.90","-","0.70%"
"Sep 21, 2016","9,781.90","9,765.90","9,843.19","9,765.90","-","0.16%"
"Sep 20, 2016","9,765.90","9,709.74","9,842.04","9,702.27","-","0.58%"
"Sep 19, 2016","9,709.74","9,593.69","9,798.69","9,593.69","-","1.21%"
"Sep 16, 2016","9,593.69","9,646.45","9,725.64","9,573.05","-","-0.55%"
"Sep 15, 2016","9,646.45","9,555.92","9,646.45","9,486.71","-","0.95%"
"Sep 14, 2016","9,555.92","9,464.27","9,621.59","9,464.27","-","0.97%"
"Sep 13, 2016","9,464.27","9,555.71","9,625.85","9,463.81","-","-0.96%"
"Sep 12, 2016","9,555.71","9,708.87","9,708.87","9,445.40","-","-1.58%"
"Sep 09, 2016","9,708.87","9,852.22","9,852.22","9,696.46","-","-1.45%"
"Sep 08, 2016","9,852.22","9,804.15","9,921.97","9,804.15","-","0.49%"
"Sep 07, 2016","9,804.15","9,657.77","9,851.32","9,645.19","-","1.52%"
"Sep 06, 2016","9,657.77","9,689.30","9,756.81","9,638.92","-","-0.33%"
"Sep 05, 2016","9,689.30","9,659.71","9,724.19","9,644.04","-","0.31%"
"Sep 02, 2016","9,659.71","9,470.49","9,705.93","9,464.51","-","2.00%"
"Sep 01, 2016","9,470.49","9,425.83","9,523.50","9,392.99","-","0.47%"
"Aug 31, 2016","9,425.83","9,510.55","9,524.82","9,406.07","-","-0.89%"
"Aug 30, 2016","9,510.55","9,649.16","9,680.40","9,495.48","-","-1.44%"
"Aug 26, 2016","9,649.16","9,559.18","9,680.75","9,518.21","-","0.94%"
"Aug 25, 2016","9,559.18","9,670.97","9,670.97","9,503.35","-","-1.16%"
"Aug 24, 2016","9,670.97","9,684.24","9,756.38","9,594.41","-","-0.14%"
"Aug 23, 2016","9,684.24","9,609.84","9,717.05","9,609.84","-","0.77%"
"Aug 22, 2016","9,609.84","9,674.67","9,692.81","9,590.28","-","-0.67%"
"Aug 19, 2016","9,674.67","9,664.45","9,718.90","9,630.58","-","0.11%"
"Aug 18, 2016","9,664.45","9,497.76","9,668.27","9,490.15","-","1.76%"
"Aug 17, 2016","9,497.76","9,611.09","9,663.15","9,479.26","-","-1.18%"
"Aug 16, 2016","9,611.09","9,693.31","9,726.21","9,604.40","-","-0.85%"
"Aug 15, 2016","9,693.31","9,673.49","9,729.01","9,617.52","-","0.20%"
"Aug 12, 2016","9,673.49","9,659.08","9,689.51","9,632.17","-","0.15%"
"Aug 11, 2016","9,659.08","9,576.33","9,659.08","9,467.05","-","0.86%"
"Aug 10, 2016","9,576.33","9,513.97","9,618.28","9,475.21","-","0.66%"
"Aug 09, 2016","9,513.97","9,301.50","9,518.64","9,292.92","-","2.28%"
"Aug 08, 2016","9,301.50","9,215.63","9,326.45","9,201.60","-","0.93%"
"Aug 05, 2016","9,215.63","9,068.58","9,224.12","9,068.58","-","1.62%"
"Aug 04, 2016","9,068.58","8,946.43","9,121.42","8,888.50","-","1.37%"
"Aug 03, 2016","8,946.43","8,895.80","8,968.31","8,817.35","-","0.57%"
"Aug 02, 2016","8,895.80","9,112.29","9,121.86","8,810.31","-","-2.38%"
"Aug 01, 2016","9,112.29","9,249.62","9,306.62","9,099.78","-","-1.48%"
"Jul 29, 2016","9,249.62","9,165.68","9,265.08","9,090.22","-","0.92%"
"Jul 28, 2016","9,165.68","9,325.04","9,347.75","9,138.21","-","-1.71%"
"Jul 27, 2016","9,325.04","9,177.31","9,390.68","9,171.64","-","1.61%"
"Jul 26, 2016","9,177.31","9,171.42","9,199.20","9,124.20","-","0.06%"
"Jul 25, 2016","9,171.42","9,177.90","9,232.49","9,141.77","-","-0.07%"
"Jul 22, 2016","9,177.90","9,204.27","9,245.03","9,098.68","-","-0.29%"
"Jul 21, 2016","9,204.27","9,058.14","9,224.67","9,013.89","-","1.61%"
"Jul 20, 2016","9,058.14","9,048.43","9,123.42","9,004.28","-","0.11%"
"Jul 19, 2016","9,048.43","9,072.52","9,075.04","8,889.12","-","-0.27%"
"Jul 18, 2016","9,072.52","9,105.20","9,229.41","9,072.00","-","-0.36%"
"Jul 15, 2016","9,105.20","9,070.34","9,107.93","8,927.53","-","0.38%"
"Jul 14, 2016","9,070.34","9,006.54","9,107.27","8,975.91","-","0.71%"
"Jul 13, 2016","9,006.54","9,005.70","9,100.31","8,958.53","-","0.01%"
"Jul 12, 2016","9,005.70","8,913.53","9,065.35","8,885.79","-","1.03%"
"Jul 11, 2016","8,913.53","8,656.95","8,934.26","8,601.17","-","2.96%"
"Jul 08, 2016","8,656.95","8,462.69","8,674.05","8,371.01","-","2.30%"
"Jul 07, 2016","8,462.69","8,385.50","8,555.02","8,377.67","-","0.92%"
"Jul 06, 2016","8,385.50","8,432.58","8,520.41","8,265.87","-","-0.56%"
"Jul 05, 2016","8,432.58","8,685.87","8,757.65","8,388.23","-","-2.92%"
"Jul 04, 2016","8,685.87","8,800.66","8,849.15","8,641.88","-","-1.30%"
"Jul 01, 2016","8,800.66","8,668.52","8,800.66","8,571.00","-","1.52%"
"Jun 30, 2016","8,668.52","8,496.87","8,687.07","8,457.37","-","2.02%"
"Jun 29, 2016","8,496.87","8,188.89","8,496.87","8,166.29","-","3.76%"
"Jun 28, 2016","8,188.89","7,875.33","8,238.79","7,875.33","-","3.98%"
"Jun 27, 2016","7,875.33","8,329.66","8,337.90","7,830.92","-","-5.45%"
"Jun 24, 2016","8,329.66","8,592.67","8,592.67","7,851.16","-","-3.06%"
"Jun 23, 2016","8,592.67","8,425.86","8,597.55","8,425.86","-","1.98%"
"Jun 22, 2016","8,425.86","8,372.50","8,484.06","8,338.08","-","0.64%"
"Jun 21, 2016","8,372.50","8,481.99","8,495.05","8,331.70","-","-1.29%"
"Jun 20, 2016","8,481.99","8,191.96","8,542.35","8,191.96","-","3.54%"
"Jun 17, 2016","8,191.96","7,865.43","8,234.03","7,865.43","-","4.15%"
"Jun 16, 2016","7,865.43","8,086.27","8,086.27","7,854.41","-","-2.73%"
"Jun 15, 2016","8,086.27","7,973.97","8,130.88","7,973.97","-","1.41%"
"Jun 14, 2016","7,973.97","8,098.32","8,100.44","7,899.92","-","-1.54%"
"Jun 13, 2016","8,098.32","8,197.11","8,197.11","8,046.20","-","-1.21%"
"Jun 10, 2016","8,197.11","8,320.84","8,320.84","8,172.10","-","-1.49%"
"Jun 09, 2016","8,320.84","8,440.30","8,444.70","8,303.72","-","-1.42%"
"Jun 08, 2016","8,440.30","8,395.35","8,470.36","8,339.25","-","0.54%"
"Jun 07, 2016","8,395.35","8,324.04","8,479.90","8,324.04","-","0.86%"
"Jun 06, 2016","8,324.04","8,079.55","8,347.62","8,078.49","-","3.03%"
"Jun 03, 2016","8,079.55","8,136.48","8,192.44","8,057.65","-","-0.70%"
"Jun 02, 2016","8,136.48","8,100.96","8,190.78","8,060.05","-","0.44%"
"Jun 01, 2016","8,100.96","8,183.90","8,186.33","8,068.84","-","-1.01%"
"May 31, 2016","8,183.90","8,189.53","8,231.32","8,168.17","-","-0.07%"
"May 27, 2016","8,189.53","8,240.91","8,240.91","8,175.92","-","-0.62%"
"May 26, 2016","8,240.91","8,258.29","8,344.76","8,217.99","-","-0.21%"
"May 25, 2016","8,258.29","8,250.56","8,311.76","8,215.94","-","0.09%"
"May 24, 2016","8,250.56","8,254.82","8,274.22","8,203.26","-","-0.05%"
"May 23, 2016","8,254.82","8,166.21","8,282.36","8,141.07","-","1.09%"
"May 20, 2016","8,166.21","8,064.06","8,194.99","8,064.06","-","1.27%"
"May 19, 2016","8,064.06","8,163.90","8,174.98","8,033.30","-","-1.22%"
"May 18, 2016","8,163.90","8,188.91","8,189.27","8,089.06","-","-0.31%"
"May 17, 2016","8,188.91","8,060.52","8,188.91","8,060.52","-","1.59%"
"May 16, 2016","8,060.52","7,940.89","8,078.09","7,915.69","-","1.51%"
"May 13, 2016","7,940.89","7,939.28","7,948.26","7,843.12","-","0.02%"
"May 12, 2016","7,939.28","7,988.51","8,126.58","7,916.40","-","-0.62%"
"May 11, 2016","7,988.51","7,934.31","8,006.75","7,916.50","-","0.68%"
"May 10, 2016","7,934.31","7,853.59","7,991.03","7,853.59","-","1.03%"
"May 09, 2016","7,853.59","7,942.63","8,058.00","7,845.24","-","-1.12%"
"May 06, 2016","7,942.63","7,770.15","7,961.00","7,705.95","-","2.22%"
"May 05, 2016","7,770.15","7,708.20","7,866.29","7,706.28","-","0.80%"
"May 04, 2016","7,708.20","7,755.74","7,779.50","7,653.96","-","-0.61%"
"May 03, 2016","7,755.74","7,936.11","7,936.11","7,716.50","-","-2.27%"
"Apr 29, 2016","7,936.11","7,959.82","8,089.82","7,862.80","-","-0.30%"
"Apr 28, 2016","7,959.82","7,859.09","7,996.57","7,841.90","-","1.28%"
"Apr 27, 2016","7,859.09","7,941.55","7,945.03","7,819.29","-","-1.04%"
"Apr 26, 2016","7,941.55","8,033.13","8,044.21","7,932.11","-","-1.14%"
"Apr 25, 2016","8,033.13","8,121.09","8,142.97","7,997.25","-","-1.08%"
"Apr 22, 2016","8,121.09","8,223.83","8,223.83","8,092.16","-","-1.25%"
"Apr 21, 2016","8,223.83","8,076.39","8,223.83","8,076.39","-","1.83%"
"Apr 20, 2016","8,076.39","8,043.90","8,118.54","7,998.72","-","0.40%"
"Apr 19, 2016","8,043.90","7,802.62","8,048.17","7,784.53","-","3.09%"
"Apr 18, 2016","7,802.62","7,855.97","7,855.97","7,692.29","-","-0.68%"
"Apr 15, 2016","7,855.97","7,867.29","7,881.31","7,808.63","-","-0.14%"
"Apr 14, 2016","7,867.29","7,889.90","7,910.66","7,791.25","-","-0.29%"
"Apr 13, 2016","7,889.90","7,663.18","7,928.65","7,663.18","-","2.96%"
"Apr 12, 2016","7,663.18","7,572.00","7,671.60","7,552.05","-","1.20%"
"Apr 11, 2016","7,572.00","7,591.08","7,642.30","7,556.20","-","-0.25%"
"Apr 08, 2016","7,591.08","7,414.64","7,637.88","7,412.15","-","2.38%"
"Apr 07, 2016","7,414.64","7,548.70","7,549.86","7,414.64","-","-1.78%"
"Apr 06, 2016","7,548.70","7,592.46","7,598.68","7,499.65","-","-0.58%"
"Apr 05, 2016","7,592.46","7,750.13","7,750.13","7,563.16","-","-2.03%"
"Apr 04, 2016","7,750.13","7,772.26","7,814.71","7,720.26","-","-0.28%"
"Apr 01, 2016","7,772.26","7,900.66","7,900.66","7,708.42","-","-1.63%"
"Mar 31, 2016","7,900.66","7,946.44","7,947.22","7,831.96","-","-0.58%"
"Mar 30, 2016","7,946.44","7,752.89","8,018.25","7,752.89","-","2.50%"
"Mar 29, 2016","7,752.89","7,753.58","7,827.42","7,713.09","-","-0.01%"
"Mar 24, 2016","7,753.58","7,874.12","7,877.59","7,711.22","-","-1.53%"
"Mar 23, 2016","7,874.12","7,914.26","7,954.83","7,837.75","-","-0.51%"
"Mar 22, 2016","7,914.26","7,843.12","7,914.26","7,777.49","-","0.91%"
"Mar 21, 2016","7,843.12","7,909.41","7,937.21","7,823.46","-","-0.84%"
"Mar 18, 2016","7,909.41","7,800.30","7,963.05","7,783.57","-","1.40%"
"Mar 17, 2016","7,800.30","7,632.25","7,804.66","7,625.34","-","2.20%"
"Mar 16, 2016","7,632.25","7,562.27","7,668.22","7,549.01","-","0.93%"
"Mar 15, 2016","7,562.27","7,628.04","7,686.91","7,545.41","-","-0.86%"
"Mar 14, 2016","7,628.04","7,562.50","7,690.29","7,562.50","-","0.87%"
"Mar 11, 2016","7,562.50","7,378.44","7,572.80","7,378.44","-","2.49%"
"Mar 10, 2016","7,378.44","7,470.46","7,633.62","7,378.44","-","-1.23%"
"Mar 09, 2016","7,470.46","7,554.50","7,573.21","7,431.89","-","-1.11%"
"Mar 08, 2016","7,554.50","7,697.87","7,713.73","7,532.38","-","-1.86%"
"Mar 07, 2016","7,697.87","7,706.75","7,797.92","7,639.61","-","-0.12%"
"Mar 04, 2016","7,706.75","7,489.80","7,706.75","7,474.94","-","2.90%"
"Mar 03, 2016","7,489.80","7,321.72","7,573.29","7,320.33","-","2.30%"
"Mar 02, 2016","7,321.72","7,246.13","7,323.04","7,238.40","-","1.04%"
"Mar 01, 2016","7,246.13","6,981.62","7,246.13","6,977.16","-","3.79%"
"Feb 29, 2016","6,981.62","6,977.92","6,986.72","6,902.00","-","0.05%"
"Feb 26, 2016","6,977.92","6,790.84","7,004.77","6,790.84","-","2.75%"
"Feb 25, 2016","6,790.84","6,812.43","6,900.35","6,726.33","-","-0.32%"
"Feb 24, 2016","6,812.43","6,911.58","6,957.82","6,736.23","-","-1.43%"
"Feb 23, 2016","6,911.58","6,995.94","7,031.50","6,895.44","-","-1.21%"
"Feb 22, 2016","6,995.94","6,835.92","6,995.94","6,835.92","-","2.34%"
"Feb 19, 2016","6,835.92","6,841.75","6,876.92","6,765.81","-","-0.09%"
"Feb 18, 2016","6,841.75","6,859.22","6,919.24","6,791.37","-","-0.25%"
"Feb 17, 2016","6,859.22","6,653.90","6,859.22","6,649.58","-","3.09%"
"Feb 16, 2016","6,653.90","6,633.26","6,758.82","6,578.52","-","0.31%"
"Feb 15, 2016","6,633.26","6,387.69","6,659.38","6,387.69","-","3.84%"
"Feb 12, 2016","6,387.69","6,128.25","6,396.34","6,128.25","-","4.23%"
"Feb 11, 2016","6,128.25","6,247.06","6,249.18","5,994.14","-","-1.90%"
"Feb 10, 2016","6,247.06","6,216.86","6,333.85","6,165.55","-","0.49%"
"Feb 09, 2016","6,216.86","6,361.80","6,430.34","6,180.02","-","-2.28%"
"Feb 08, 2016","6,361.80","6,614.08","6,691.73","6,355.86","-","-3.81%"
"Feb 05, 2016","6,614.08","6,435.19","6,698.40","6,408.06","-","2.78%"
"Feb 04, 2016","6,435.19","6,242.83","6,481.21","6,242.83","-","3.08%"
"Feb 03, 2016","6,242.83","6,300.53","6,330.75","6,133.78","-","-0.92%"
"Feb 02, 2016","6,300.53","6,663.01","6,663.01","6,282.24","-","-5.44%"
"Feb 01, 2016","6,663.01","6,705.04","6,769.50","6,552.64","-","-0.63%"
"Jan 29, 2016","6,705.04","6,617.53","6,735.32","6,596.19","-","1.32%"
"Jan 28, 2016","6,617.53","6,612.57","6,733.38","6,527.06","-","0.08%"
"Jan 27, 2016","6,612.57","6,583.14","6,631.84","6,514.95","-","0.45%"
"Jan 26, 2016","6,583.14","6,503.20","6,600.52","6,322.56","-","1.23%"
"Jan 25, 2016","6,503.20","6,653.51","6,674.66","6,476.95","-","-2.26%"
"Jan 22, 2016","6,653.51","6,457.80","6,683.26","6,457.80","-","3.03%"
"Jan 21, 2016","6,457.80","6,288.22","6,464.79","6,267.16","-","2.70%"
"Jan 20, 2016","6,288.22","6,471.26","6,471.26","6,235.84","-","-2.83%"
"Jan 19, 2016","6,471.26","6,404.15","6,546.08","6,404.15","-","1.05%"
"Jan 18, 2016","6,404.15","6,494.05","6,533.57","6,374.61","-","-1.38%"
"Jan 15, 2016","6,494.05","6,676.16","6,707.37","6,446.03","-","-2.73%"
"Jan 14, 2016","6,676.16","6,688.35","6,701.39","6,525.82","-","-0.18%"
"Jan 13, 2016","6,688.35","6,664.08","6,766.91","6,627.26","-","0.36%"
"Jan 12, 2016","6,664.08","6,610.77","6,740.49","6,535.87","-","0.81%"
"Jan 11, 2016","6,610.77","6,662.09","6,709.47","6,598.18","-","-0.77%"
"Jan 08, 2016","6,662.09","6,712.88","6,818.11","6,654.25","-","-0.76%"
"Jan 07, 2016","6,712.88","6,810.71","6,810.71","6,544.15","-","-1.44%"
"Jan 06, 2016","6,810.71","6,941.53","6,941.53","6,738.83","-","-1.88%"
"Jan 05, 2016","6,941.53","6,941.53","7,018.62","6,925.48","-","0.00%"
"Jan 04, 2016","6,941.53","7,161.89","7,161.89","6,920.24","-","-3.08%"
"Dec 31, 2015","7,161.89","7,181.14","7,191.25","7,155.64","-","-0.27%"
"Dec 30, 2015","7,181.14","7,209.44","7,219.01","7,159.31","-","-0.39%"
"Dec 29, 2015","7,209.44","7,236.42","7,289.97","7,188.18","-","-0.37%"
"Dec 24, 2015","7,236.42","7,221.90","7,269.69","7,218.04","-","0.20%"
"Dec 23, 2015","7,221.90","7,003.87","7,248.41","7,003.87","-","3.11%"
"Dec 22, 2015","7,003.87","6,966.49","7,020.03","6,966.49","-","0.54%"
"Dec 21, 2015","6,966.49","6,916.99","7,040.16","6,899.02","-","0.72%"
"Dec 18, 2015","6,916.99","6,904.94","7,002.63","6,870.09","-","0.17%"
"Dec 17, 2015","6,904.94","6,976.53","7,084.88","6,900.99","-","-1.03%"
"Dec 16, 2015","6,976.53","6,910.57","7,001.19","6,881.53","-","0.95%"
"Dec 15, 2015","6,910.57","6,887.92","6,978.15","6,887.92","-","0.33%"
"Dec 14, 2015","6,887.92","6,984.03","7,020.65","6,879.91","-","-1.38%"
"Dec 11, 2015","6,984.03","7,117.34","7,125.37","6,981.07","-","-1.87%"
"Dec 10, 2015","7,117.34","7,116.50","7,163.77","7,049.93","-","0.01%"
"Dec 09, 2015","7,116.50","7,070.21","7,160.74","6,948.61","-","0.65%"
"Dec 08, 2015","7,070.21","7,173.08","7,183.41","7,014.83","-","-1.43%"
"Dec 07, 2015","7,173.08","7,185.35","7,257.19","7,166.52","-","-0.17%"
"Dec 04, 2015","7,185.35","7,257.80","7,277.06","7,141.21","-","-1.00%"
"Dec 03, 2015","7,257.80","7,327.63","7,416.98","7,257.80","-","-0.95%"
"Dec 02, 2015","7,327.63","7,426.82","7,467.97","7,305.44","-","-1.34%"
"Dec 01, 2015","7,426.82","7,491.38","7,540.45","7,422.60","-","-0.86%"
"Nov 30, 2015","7,491.38","7,375.50","7,491.38","7,324.37","-","1.57%"
"Nov 27, 2015","7,375.50","7,411.18","7,411.18","7,324.61","-","-0.48%"
"Nov 26, 2015","7,411.18","7,296.56","7,425.33","7,291.01","-","1.57%"
"Nov 25, 2015","7,296.56","7,209.28","7,309.24","7,193.77","-","1.21%"
"Nov 24, 2015","7,209.28","7,239.14","7,239.14","7,139.43","-","-0.41%"
"Nov 23, 2015","7,239.14","7,247.18","7,305.57","7,182.32","-","-0.11%"
"Nov 20, 2015","7,247.18","7,144.69","7,265.28","7,122.27","-","1.43%"
"Nov 19, 2015","7,144.69","7,123.82","7,231.84","7,104.35","-","0.29%"
"Nov 18, 2015","7,123.82","7,116.80","7,167.33","7,032.91","-","0.10%"
"Nov 17, 2015","7,116.80","6,921.46","7,148.13","6,921.46","-","2.82%"
"Nov 16, 2015","6,921.46","6,889.87","6,983.05","6,814.93","-","0.46%"
"Nov 13, 2015","6,889.87","6,928.97","6,951.01","6,825.53","-","-0.56%"
"Nov 12, 2015","6,928.97","7,292.75","7,294.85","6,915.27","-","-4.99%"
"Nov 11, 2015","7,292.75","7,304.17","7,399.78","7,254.81","-","-0.16%"
"Nov 10, 2015","7,304.17","7,373.35","7,404.89","7,255.92","-","-0.94%"
"Nov 09, 2015","7,373.35","7,358.23","7,535.08","7,347.94","-","0.21%"
"Nov 06, 2015","7,358.23","7,352.49","7,429.03","7,276.87","-","0.08%"
"Nov 05, 2015","7,352.49","7,386.02","7,390.51","7,288.71","-","-0.45%"
"Nov 04, 2015","7,386.02","7,301.12","7,477.38","7,301.12","-","1.16%"
"Nov 03, 2015","7,301.12","7,173.10","7,324.85","7,170.51","-","1.78%"
"Nov 02, 2015","7,173.10","7,108.93","7,176.83","7,065.63","-","0.90%"
"Oct 30, 2015","7,108.93","7,067.65","7,157.81","7,067.65","-","0.58%"
"Oct 29, 2015","7,067.65","7,069.47","7,115.36","7,040.62","-","-0.03%"
"Oct 28, 2015","7,069.47","7,047.10","7,081.55","6,969.55","-","0.32%"
"Oct 27, 2015","7,047.10","7,193.03","7,196.18","7,036.52","-","-2.03%"
"Oct 26, 2015","7,193.03","7,217.67","7,316.54","7,172.77","-","-0.34%"
"Oct 23, 2015","7,217.67","7,057.39","7,251.82","7,057.39","-","2.27%"
"Oct 22, 2015","7,057.39","7,058.16","7,064.29","6,907.23","-","-0.01%"
"Oct 21, 2015","7,058.16","7,141.03","7,151.92","7,036.64","-","-1.16%"
"Oct 20, 2015","7,141.03","7,105.24","7,179.24","7,105.24","-","0.50%"
"Oct 19, 2015","7,105.24","7,104.26","7,164.29","7,082.69","-","0.01%"
"Oct 16, 2015","7,104.26","7,369.71","7,380.73","7,075.74","-","-3.60%"
"Oct 15, 2015","7,369.71","7,380.35","7,435.88","7,324.39","-","-0.14%"
"Oct 14, 2015","7,380.35","7,431.44","7,468.53","7,355.25","-","-0.69%"
"Oct 13, 2015","7,431.44","7,676.75","7,677.59","7,380.57","-","-3.20%"
"Oct 12, 2015","7,676.75","7,845.36","7,909.51","7,670.88","-","-2.15%"
"Oct 09, 2015","7,845.36","7,727.39","7,965.46","7,717.44","-","1.53%"
"Oct 08, 2015","7,727.39","7,740.48","7,750.55","7,612.24","-","-0.17%"
"Oct 07, 2015","7,740.48","7,486.02","7,803.48","7,476.11","-","3.40%"
"Oct 06, 2015","7,486.02","7,479.81","7,517.18","7,399.61","-","0.08%"
"Oct 05, 2015","7,479.81","7,242.69","7,479.98","7,242.69","-","3.27%"
"Oct 02, 2015","7,242.69","7,134.88","7,255.22","7,134.88","-","1.51%"
"Oct 01, 2015","7,134.88","7,042.92","7,201.22","7,042.92","-","1.31%"
"Sep 30, 2015","7,042.92","6,965.47","7,065.22","6,965.47","-","1.11%"
"Sep 29, 2015","6,965.47","6,943.06","7,028.11","6,885.87","-","0.32%"
"Sep 28, 2015","6,943.06","7,065.78","7,098.05","6,915.61","-","-1.74%"
"Sep 25, 2015","7,065.78","6,971.25","7,153.56","6,971.25","-","1.36%"
"Sep 24, 2015","6,971.25","7,118.70","7,120.53","6,950.92","-","-2.07%"
"Sep 23, 2015","7,118.70","7,068.97","7,167.95","7,048.06","-","0.70%"
"Sep 22, 2015","7,068.97","7,348.61","7,361.83","7,068.97","-","-3.81%"
"Sep 21, 2015","7,348.61","7,489.15","7,489.15","7,348.61","-","-1.88%"
"Sep 18, 2015","7,489.15","7,649.47","7,649.47","7,448.90","-","-2.10%"
"Sep 17, 2015","7,649.47","7,919.92","7,919.92","7,564.67","-","-3.41%"
"Sep 16, 2015","7,919.92","7,776.14","7,926.12","7,776.14","-","1.85%"
"Sep 15, 2015","7,776.14","7,636.47","7,786.20","7,587.62","-","1.83%"
"Sep 14, 2015","7,636.47","7,690.17","7,726.37","7,622.28","-","-0.70%"
"Sep 11, 2015","7,690.17","7,707.64","7,745.32","7,671.58","-","-0.23%"
"Sep 10, 2015","7,707.64","7,774.28","7,774.28","7,671.06","-","-0.86%"
"Sep 09, 2015","7,774.28","7,764.55","7,854.11","7,731.02","-","0.13%"
"Sep 08, 2015","7,764.55","7,709.19","7,814.02","7,709.19","-","0.72%"
"Sep 07, 2015","7,709.19","7,688.61","7,760.53","7,679.86","-","0.27%"
"Sep 04, 2015","7,688.61","7,820.47","7,820.47","7,688.61","-","-1.69%"
"Sep 03, 2015","7,820.47","7,739.97","7,883.02","7,739.97","-","1.04%"
"Sep 02, 2015","7,739.97","7,725.43","7,806.76","7,694.02","-","0.19%"
"Sep 01, 2015","7,725.43","7,954.03","7,954.03","7,707.45","-","-2.87%"
"Aug 28, 2015","7,954.03","7,791.18","7,954.03","7,779.23","-","2.09%"
"Aug 27, 2015","7,791.18","7,663.42","7,838.61","7,663.42","-","1.67%"
"Aug 26, 2015","7,663.42","7,679.50","7,779.40","7,510.22","-","-0.21%"
"Aug 25, 2015","7,679.50","7,470.86","7,753.91","7,470.86","-","2.79%"
"Aug 24, 2015","7,470.86","7,694.60","7,694.60","7,328.72","-","-2.91%"
"Aug 21, 2015","7,694.60","7,832.78","7,832.78","7,694.60","-","-1.76%"
"Aug 20, 2015","7,832.78","7,883.30","7,911.10","7,803.10","-","-0.64%"
"Aug 19, 2015","7,883.30","8,069.66","8,069.66","7,880.78","-","-2.31%"
"Aug 18, 2015","8,069.66","8,128.00","8,128.00","8,058.35","-","-0.72%"
"Aug 17, 2015","8,128.00","8,144.83","8,192.54","8,102.72","-","-0.21%"
"Aug 14, 2015","8,144.83","8,150.65","8,194.75","8,108.26","-","-0.07%"
"Aug 13, 2015","8,150.65","8,128.61","8,218.75","8,106.05","-","0.27%"
"Aug 12, 2015","8,128.61","8,217.53","8,217.53","8,071.86","-","-1.08%"
"Aug 11, 2015","8,217.53","8,299.32","8,335.35","8,204.07","-","-0.99%"
"Aug 10, 2015","8,299.32","8,241.96","8,310.23","8,161.22","-","0.70%"
"Aug 07, 2015","8,241.96","8,253.74","8,308.00","8,233.78","-","-0.14%"
"Aug 06, 2015","8,253.74","8,318.24","8,320.88","8,237.57","-","-0.78%"
"Aug 05, 2015","8,318.24","8,413.26","8,431.68","8,221.92","-","-1.13%"
"Aug 04, 2015","8,413.26","8,356.63","8,466.29","8,346.84","-","0.68%"
"Aug 03, 2015","8,356.63","8,348.57","8,400.08","8,283.73","-","0.10%"
"Jul 31, 2015","8,348.57","8,347.52","8,384.25","8,237.60","-","0.01%"
"Jul 30, 2015","8,347.52","8,281.10","8,369.64","8,240.54","-","0.80%"
"Jul 29, 2015","8,281.10","8,247.41","8,311.41","8,207.52","-","0.41%"
"Jul 28, 2015","8,247.41","8,052.25","8,304.21","8,052.25","-","2.42%"
"Jul 27, 2015","8,052.25","8,170.83","8,233.26","8,052.25","-","-1.45%"
"Jul 24, 2015","8,170.83","8,294.79","8,326.94","8,167.68","-","-1.49%"
"Jul 23, 2015","8,294.79","8,311.78","8,349.39","8,285.06","-","-0.20%"
"Jul 22, 2015","8,311.78","8,507.58","8,507.58","8,301.43","-","-2.30%"
"Jul 21, 2015","8,507.58","8,568.77","8,610.20","8,493.85","-","-0.71%"
"Jul 20, 2015","8,568.77","8,509.00","8,581.56","8,502.58","-","0.70%"
"Jul 17, 2015","8,509.00","8,506.70","8,558.78","8,492.93","-","0.03%"
"Jul 16, 2015","8,506.70","8,334.53","8,516.38","8,334.53","-","2.07%"
"Jul 15, 2015","8,334.53","8,450.11","8,450.83","8,307.58","-","-1.37%"
"Jul 14, 2015","8,450.11","8,552.28","8,559.27","8,423.05","-","-1.19%"
"Jul 13, 2015","8,552.28","8,467.91","8,567.31","8,467.91","-","1.00%"
"Jul 10, 2015","8,467.91","8,438.79","8,542.52","8,416.34","-","0.35%"
"Jul 09, 2015","8,438.79","8,353.92","8,443.31","8,325.10","-","1.02%"
"Jul 08, 2015","8,353.92","8,308.37","8,385.00","8,273.07","-","0.55%"
"Jul 07, 2015","8,308.37","8,547.27","8,547.27","8,305.16","-","-2.80%"
"Jul 06, 2015","8,547.27","8,687.15","8,687.15","8,539.38","-","-1.61%"
"Jul 03, 2015","8,687.15","8,681.70","8,748.94","8,664.54","-","0.06%"
"Jul 02, 2015","8,681.70","8,716.75","8,716.75","8,624.97","-","-0.40%"
"Jul 01, 2015","8,716.75","8,591.44","8,743.57","8,591.44","-","1.46%"
"Jun 30, 2015","8,591.44","8,659.80","8,659.80","8,546.10","-","-0.79%"
